subj,cond,AOI,duration,order
User 31,page2,ac,0.049380,1
User 31,page2,ac,0.049990,2
User 31,page2,ac,0.032350,3
User 31,page2,bc,0.049250,4
User 31,page2,ac,0.082460,5
User 31,page2,bc,1.347230,6
User 31,page2,bc,0.147100,7
User 31,page2,bc,0.197150,8
User 31,page2,bc,0.146910,9
User 31,page2,bc,0.147760,10
User 31,page2,bc,0.295350,11
User 31,page2,bc,0.033080,12
User 31,page2,bc,0.163950,13
User 31,page2,bc,0.114680,14
User 31,page2,bc,0.143680,15
User 31,page2,bc,0.542480,16
User 31,page2,bc,0.492860,17
User 31,page2,bc,0.344790,18
User 31,page2,bc,0.114630,19
User 31,page2,bc,0.557980,20
User 31,page2,bc,0.756340,21
User 31,page2,bc,0.066160,22
User 31,page2,bc,0.083680,23
User 31,page2,cc,0.556950,24
User 31,page2,cc,0.296020,25
User 31,page2,bc,0.246030,26
User 31,page2,bc,0.231200,27
User 31,page2,bc,0.147890,28
User 31,page2,bc,0.229920,29
User 31,page2,cc,0.788570,30
User 31,page2,bc,0.295230,31
User 31,page2,bc,0.197510,32
User 31,page2,bc,0.115350,33
User 31,page2,bc,0.278930,34
User 31,page2,bc,0.229860,35
User 31,page2,bc,0.148200,36
User 31,page2,cc,0.215640,37
User 31,page2,bc,0.361390,38
User 31,page2,bc,0.048950,39
User 31,page2,bc,0.312380,40
User 31,page2,bc,0.117430,41
User 31,page2,bc,0.180600,42
User 31,page2,bc,0.164620,43
User 31,page2,bc,0.229680,44
User 31,page2,bc,0.394470,45
User 31,page2,bc,0.903380,46
User 31,page2,bc,0.279050,47
User 31,page2,bb,0.230040,48
User 31,page2,bb,0.098450,49
User 31,page2,bb,0.230530,50
User 31,page2,bb,0.278990,51
User 31,page2,bc,0.049380,52
User 31,page2,cb,0.165460,53
User 31,page2,cb,0.108640,54
User 31,page2,bb,0.197270,55
User 31,page2,bb,0.280880,56
User 31,page2,bb,0.275090,57
User 31,page2,bb,0.163570,58
User 31,page2,cb,0.033020,59
User 31,page2,cb,0.230110,60
User 31,page2,bb,0.213740,61
User 31,page2,bb,0.214300,62
User 31,page2,cb,0.180180,63
User 31,page2,bb,0.197330,64
User 31,page2,bb,0.214480,65
User 31,page2,bb,0.083070,66
User 31,page2,cb,0.264160,67
User 31,page2,bb,0.131590,68
User 31,page2,bb,0.262570,69
User 31,page2,bb,0.903260,70
User 31,page2,bb,0.262330,71
User 31,page2,bb,2.333500,72
User 31,page2,bb,0.821530,73
User 31,page2,bb,0.312010,74
User 31,page2,bb,0.277220,75
User 31,page2,bb,0.167060,76
User 31,page2,bb,0.230170,77
User 31,page2,bb,0.263360,78
User 31,page2,bb,0.279600,79
User 31,page2,bb,0.245910,80
User 31,page2,bb,0.263070,81
User 31,page2,cb,0.262570,82
User 31,page2,bb,0.164120,83
User 31,page2,bb,0.081850,84
User 31,page2,bb,0.180610,85
User 31,page2,ba,0.086060,86
User 31,page2,ab,0.033200,87
User 31,page2,bc,0.065430,88
User 31,page2,bb,0.148070,89
User 31,page2,ba,0.115300,90
User 31,page2,ac,0.016850,91
User 31,page2,ba,0.065730,92
User 31,page2,ba,0.146360,93
User 31,page2,ba,0.016720,94
User 31,page2,bc,0.164550,95
