subj,cond,AOI,duration,order
User 36,calib-verif,bc,0.199710,1
User 36,calib-verif,ac,0.016120,2
User 36,calib-verif,ac,0.148250,3
User 36,calib-verif,ac,0.065620,4
User 36,calib-verif,ac,0.033020,5
User 36,calib-verif,ac,0.150880,6
User 36,calib-verif,ac,0.557190,7
User 36,calib-verif,bc,0.277890,8
User 36,calib-verif,ac,0.016360,9
User 36,calib-verif,ac,0.016480,10
User 36,calib-verif,ac,0.016050,11
User 36,calib-verif,ac,0.114810,12
User 36,calib-verif,ac,0.016540,13
User 36,calib-verif,bc,0.016660,14
User 36,calib-verif,bc,0.049440,15
User 36,calib-verif,cc,0.016420,16
User 36,calib-verif,cc,0.213680,17
User 36,calib-verif,cc,0.033390,18
User 36,calib-verif,cc,0.328620,19
User 36,calib-verif,cb,0.016600,20
User 36,calib-verif,cc,0.049380,21
User 36,calib-verif,cb,0.131410,22
User 36,calib-verif,cb,0.032770,23
User 36,calib-verif,cb,0.032840,24
User 36,calib-verif,cb,0.246520,25
User 36,calib-verif,cb,0.098390,26
User 36,calib-verif,cc,0.016480,27
User 36,calib-verif,bc,0.016480,28
User 36,calib-verif,bc,0.130920,29
User 36,calib-verif,bc,0.015930,30
User 36,calib-verif,bc,0.033330,31
User 36,calib-verif,bc,0.026300,32
User 36,calib-verif,bc,0.213740,33
User 36,calib-verif,bc,0.213380,34
User 36,calib-verif,bc,0.049260,35
User 36,calib-verif,bc,0.131220,36
User 36,calib-verif,bc,0.099610,37
User 36,calib-verif,cc,0.263060,38
User 36,calib-verif,bc,0.359380,39
User 36,calib-verif,bc,0.115480,40
User 36,calib-verif,bc,1.066290,41
User 36,calib-verif,bc,0.280460,42
User 36,calib-verif,cc,0.131590,43
User 36,calib-verif,cc,0.016350,44
User 36,calib-verif,cb,0.131530,45
User 36,calib-verif,cc,0.016480,46
User 36,calib-verif,cc,0.541750,47
User 36,calib-verif,cb,0.033870,48
User 36,calib-verif,cc,0.048890,49
User 36,calib-verif,cc,0.246220,50
User 36,calib-verif,cc,0.411010,51
User 36,calib-verif,cc,0.246830,52
User 36,calib-verif,cc,0.065560,53
User 36,calib-verif,cc,0.065370,54
User 36,calib-verif,cc,0.065430,55
User 36,calib-verif,cc,0.032530,56
User 36,calib-verif,cc,0.049250,57
User 36,calib-verif,cc,0.459960,58
User 36,calib-verif,cc,0.049190,59
User 36,calib-verif,cc,0.197140,60
User 36,calib-verif,cc,0.098690,61
User 36,calib-verif,cb,0.066040,62
User 36,calib-verif,cb,0.098880,63
User 36,calib-verif,cb,0.065370,64
User 36,calib-verif,cb,0.098580,65
User 36,calib-verif,cb,0.134040,66
User 36,calib-verif,cb,0.065490,67
User 36,calib-verif,cb,0.295530,68
User 36,calib-verif,cb,0.164430,69
User 36,calib-verif,cb,0.279660,70
User 36,calib-verif,cb,0.131160,71
User 36,calib-verif,cb,0.278800,72
User 36,calib-verif,cb,0.574830,73
User 36,calib-verif,cb,0.246390,74
User 36,calib-verif,ca,0.015500,75
User 36,calib-verif,ca,0.030940,76
User 36,calib-verif,ca,0.854610,77
User 36,calib-verif,ca,0.147830,78
User 36,calib-verif,ca,0.524970,79
User 36,calib-verif,ca,0.753360,80
User 36,calib-verif,bb,0.164370,81
User 36,calib-verif,aa,1.050300,82
User 36,calib-verif,aa,0.016180,83
User 36,calib-verif,ba,0.163570,84
User 36,calib-verif,ba,0.016660,85
User 36,calib-verif,bb,0.014220,86
User 36,calib-verif,bb,0.065910,87
User 36,calib-verif,bb,0.279300,88
User 36,calib-verif,ba,0.377500,89
User 36,calib-verif,ba,0.032540,90
User 36,calib-verif,bb,0.049740,91
User 36,calib-verif,bb,0.131350,92
User 36,calib-verif,bb,0.051270,93
User 36,calib-verif,bb,0.196590,94
User 36,calib-verif,bb,0.098880,95
User 36,calib-verif,cb,0.311520,96
User 36,calib-verif,ba,0.049800,97
User 36,calib-verif,ba,0.459840,98
User 36,calib-verif,bb,0.016290,99
User 36,calib-verif,bb,0.016480,100
User 36,calib-verif,bb,0.016600,101
User 36,calib-verif,bb,0.162110,102
User 36,calib-verif,bb,0.263240,103
User 36,calib-verif,bc,0.147520,104
User 36,calib-verif,bb,0.082220,105
